item_id,name,time,sell,buy,lowest_sell,highest_buy
11506000006,MK5 Heat Sink,2021-06-22T04:00:00+00:00,122000.0,35600.0,67000.0,36001.0
11506000008,MK7 Heat Sink,2021-06-22T04:00:00+00:00,208000.0,100000.0,130000.0,100007.0
11506000010,MK9 Heat Sink,2021-06-22T04:00:00+00:00,212000.0,87800.0,100000.0,88011.0
11506000012,Basic Heat Sink,2021-06-22T04:00:00+00:00,289000.0,171000.0,288888.0,353200.0
11506000013,Imperial Navy Heat Sink,2021-06-22T04:00:00+00:00,268000.0,64300.0,142500.0,101981.0
11506000017,True Sansha Heat Sink,2020-09-30T23:00:00+00:00,,269000.0,,268600.0
11506000018,Dark Blood Heat Sink,2020-09-30T23:00:00+00:00,,257000.0,,257000.0
11506000021,'Judgement' Heat Sink,2021-06-22T04:00:00+00:00,2110000.0,53100.0,799000.0,311461.0
11506000024,Centum C-Type Heat Sink,2021-06-22T04:00:00+00:00,3600000.0,215000.0,999999.0,1469751.0
11506000025,Corpum C-Type Heat Sink,2021-06-22T04:00:00+00:00,2130000.0,324000.0,698000.0,1843816.0
11510000002,MK1 Magnetic Field Stabilizer,2021-06-22T04:00:00+00:00,31300.0,1630.0,5000.0,2502.0
11510000004,MK3 Magnetic Field Stabilizer,2021-06-22T04:00:00+00:00,35700.0,774.0,15000.0,924.0
11510000006,MK5 Magnetic Field Stabilizer,2021-06-22T04:00:00+00:00,112000.0,33700.0,59000.0,58199.0
